1.462160,5.396217,0
-1.634595,1.862556,1
-0.937991,2.131601,1
2.496560,6.396486,0
-0.676155,1.917370,1
-1.727220,1.857173,1
0.067466,1.235919,1
2.798336,5.879128,0
-0.565110,2.230875,1
3.782235,8.108405,0
2.924345,5.077363,0
-0.197115,5.101944,0
-0.262176,3.559292,1
-0.956892,1.996287,1
-1.290181,1.590111,1
3.350340,6.423510,0
-0.524872,2.689415,1
3.026531,6.408457,0
-0.033275,2.939274,1
4.125722,6.060971,0
4.338624,6.240776,0
3.714404,5.451216,0
-0.953278,1.955665,1
-0.870303,2.134848,1
2.794835,7.360639,0
-1.400378,1.723240,1
-0.546605,1.479330,1
1.994816,4.986984,0
-1.107977,2.360312,1
-1.548833,1.643022,1
3.590493,6.592926,0
-0.607377,2.156110,1
-0.394464,1.960824,1
2.742745,5.697363,0
-0.810817,2.159176,1
3.661820,6.314987,0
2.690553,5.559172,0
-1.173587,1.067918,1
1.427907,7.377200,0
-0.267892,2.345687,1
-1.601277,0.569769,1
-0.039521,4.722163,1
2.331826,6.101000,0
2.732634,4.820450,0
-0.156569,3.074510,1
4.842753,6.436558,0
-0.859266,2.125889,1
3.782235,8.108405,0
3.589374,5.823116,0
3.619530,6.098548,0
-0.443353,1.810935,1
-0.156996,3.284157,1
-0.697288,2.139235,1
-0.909937,1.594213,1
-0.085275,3.965993,1
5.498656,4.092390,0
-1.242221,2.478844,1
2.192297,6.734803,0
2.642427,6.648195,0
3.900498,6.549609,0
2.342763,5.373521,0
-0.814036,2.079274,1
-1.378693,0.766846,1
2.356042,5.329531,0
-0.399519,2.548343,1
3.118617,4.500108,0
3.314404,8.386567,0
5.059509,5.995096,0
5.148518,8.374307,0
-1.165773,2.194687,1
-1.653591,0.114067,1
2.194738,7.268830,0
-0.789864,1.803576,1
0.410546,1.944118,0
2.529424,4.710923,0
-1.754169,1.597382,1
0.039164,4.600937,0
-1.729451,0.547176,1
2.417378,7.741370,0
-0.607006,1.592628,1
2.150209,6.029776,0
-2.201379,0.994229,1
5.280301,6.489815,0
3.344880,6.568448,0
1.611076,5.372556,0
4.262971,4.136123,0
-0.159923,3.587381,1
-0.885745,1.081920,1
-1.016889,1.535007,1
-1.252566,1.305413,1
