0.644356,0.353365,1
2.792242,2.878360,1
-0.206077,1.986970,1
2.266165,1.442113,1
3.537586,9.207843,0
1.367502,4.325316,0
3.017119,5.250549,0
0.208650,1.437444,1
3.937005,1.236769,0
0.177040,7.814979,0
3.169290,4.835519,0
3.971852,2.688785,0
1.647562,0.324877,1
2.764702,1.174256,1
0.482087,2.140669,1
1.629660,0.913791,1
1.442696,0.856830,1
0.438972,1.145902,1
6.633516,2.377865,0
0.312124,0.707099,1
6.011532,2.979071,0
10.393420,2.798540,0
6.198287,3.284783,0
1.474231,4.160324,0
7.378964,4.073166,0
3.052527,1.761009,0
7.256693,2.970705,0
0.363632,1.192605,1
-0.972568,1.468842,1
2.778152,4.712290,0
2.170185,1.520479,1
1.833669,1.028206,1
-1.934574,3.833437,0
-0.916659,0.368082,1
0.868723,1.078759,1
-0.596786,1.238793,1
0.667752,1.435927,1
1.960350,0.783146,1
-0.189352,1.008269,1
1.879758,0.747316,1
1.378480,0.769019,1
1.394147,-0.136750,1
0.746954,1.251242,1
5.042984,6.438090,0
1.126649,0.078324,1
5.449138,6.276678,0
5.873731,4.539864,0
5.078610,2.042169,0
1.425672,0.873431,1
1.914272,2.828013,0
1.305690,2.113242,1
1.852478,1.976016,1
5.382166,6.612449,0
4.272128,2.666368,0
1.875592,3.452776,0
4.668076,2.817924,0
1.348942,1.331425,1
4.484937,9.055114,0
1.378480,0.769019,1
1.297530,0.925176,1
7.407014,3.194048,0
0.096052,1.638661,1
0.788731,0.158569,1
3.564997,-1.113829,1
0.887014,3.318693,1
8.487891,3.713637,0
5.281018,6.275111,0
5.443114,4.626485,0
1.753660,3.917494,0
1.384231,1.088878,1
0.797702,1.295200,1
3.146353,3.939587,0
0.876473,-1.656505,1
-0.195748,0.896558,1
6.768452,3.622492,0
-2.820380,6.878635,0
5.574546,2.533600,0
3.731520,5.135021,0
6.187169,2.360134,0
0.611051,-0.185726,1
1.321841,4.777774,0
0.912359,1.032973,1
1.077920,0.861746,1
2.215092,-0.638134,1
2.780072,-0.236415,1
2.986421,1.663758,0
7.638799,6.081885,0
5.580605,1.809713,0
1.339373,2.335597,1
1.621100,-0.209704,1
1.542761,1.716698,1
8.137128,0.302115,0
0.094626,1.294665,1
1.431358,0.808677,1
1.531995,2.904121,1
6.185061,5.258167,0
-1.341670,-0.636265,1
5.684792,5.231106,0
1.588595,0.771016,1
1.133909,2.339294,0
2.523740,2.570050,0
4.608950,1.017784,0
2.426474,-0.000825,1
5.720633,4.061842,0
2.624842,3.024531,1
1.156391,0.947111,1
-0.113863,-0.800737,1
7.015038,3.066491,0
2.560842,4.853058,0
6.584007,4.381378,0
2.084207,2.314060,1
0.075996,0.769294,1
0.521298,1.959360,1
1.474231,4.160324,0
4.629791,1.908096,0
5.769372,3.136072,0
3.116872,6.489465,0
2.968151,5.360816,0
1.287342,0.653585,1
0.657853,2.362760,1
5.591915,3.145896,0
-0.710321,6.375061,0
1.486300,1.433462,1
1.272845,0.194445,1
1.138851,2.084171,1
2.084207,2.314060,1
8.399341,5.514278,0
1.726612,3.669896,0
1.833761,2.068837,1
2.313769,3.336217,1
6.547805,3.537244,0
-0.326911,2.494728,1
5.774967,5.992432,0
0.251633,1.728436,1
3.784054,5.060249,0
3.046584,1.419922,1
5.449138,6.276678,0
6.121596,5.464295,0
4.131234,3.693084,0
0.780013,0.772381,1
1.482738,0.004357,1
1.741361,0.590559,1
2.552054,1.295388,1
0.082301,0.667589,1
-2.494570,5.396981,0
6.072240,4.141167,0
3.169431,2.277667,0
0.850326,0.745750,1
7.457258,1.529012,0
1.918377,0.092509,1
4.361379,4.308223,0
-0.184477,0.934172,1
1.637274,5.849536,0
-0.368243,-0.038915,1
0.656180,1.162637,1
0.795207,5.475608,0
-0.286741,-0.420820,1
0.528894,0.280350,1
1.148541,5.254302,0
5.139037,0.421992,0
1.367502,4.325316,0
5.612457,1.843306,0
3.346527,1.126489,0
-1.995526,0.991370,1
-0.457333,1.179817,1
1.612281,6.775037,0
7.605731,4.284771,0
1.613317,0.697084,1
3.522117,3.610027,0
4.668076,2.817924,0
1.857054,1.575509,1
0.435269,3.531039,1
0.189488,2.176419,1
1.794137,2.560205,1
3.620277,2.368166,0
8.760386,1.590276,0
2.167086,1.445753,1
0.495819,1.643447,1
1.223191,0.108565,1
-0.830854,0.473355,1
6.927134,4.743924,0
2.853571,4.107927,0
-0.824341,1.140204,1
3.215611,1.915625,0
5.671182,1.189050,0
3.080010,5.274840,0
5.292250,4.263154,0
5.898625,2.708260,0
1.561613,4.819354,0
4.165739,5.436477,0
4.140600,4.188862,0
4.902470,5.705631,0
0.980605,1.404022,1
0.866836,1.478673,1
2.887427,3.165297,0
2.281985,-0.487726,1
1.823410,7.529860,0
0.175729,1.159125,1
2.803764,2.679671,0
0.248106,0.266607,1
1.785065,-0.439246,1
-0.344979,3.547968,0
5.708391,2.629982,0
-0.762509,0.499706,1
1.640595,0.398202,1
0.983944,1.691200,1
3.080010,5.274840,0
4.743447,2.486891,0
1.203032,2.684109,1
7.292381,3.545347,0
-0.482584,-0.238536,1
0.189488,2.176419,1
-0.628528,-1.157898,1
1.179520,2.356312,0
5.921971,5.271871,0
3.474544,3.518391,0
3.898950,2.807751,0
-0.763793,2.194471,1
0.401046,0.089738,1
9.692886,0.690381,0
1.690251,4.553533,0
1.363508,2.504640,1
6.187169,2.360134,0
0.150320,2.509111,1
2.737809,2.691120,0
2.260233,4.632208,0
0.621115,1.667765,1
8.624988,0.403038,0
2.547150,0.965388,1
0.864205,1.496222,1
0.421008,1.332294,1
-0.515849,4.123773,0
0.708759,2.380913,1
3.330699,6.226857,0
1.977380,3.885065,0
1.482102,2.260045,1
1.588595,0.771016,1
0.528894,0.280350,1
4.129660,4.563915,0
5.465795,3.395692,0
1.028170,0.562385,1
2.221043,7.213438,0
0.912098,5.141746,0
3.188968,2.600001,0
-0.280549,-0.365560,1
1.131256,-0.002459,1
8.128969,1.718883,0
5.708391,2.629982,0
1.364511,5.563842,0
-1.103838,0.943859,1
5.951924,3.316926,0
3.236085,2.325780,0
0.543513,1.622773,1
1.040941,5.332970,0
0.065571,4.846000,0
5.328201,2.612769,0
3.511475,4.356484,0
7.181643,2.095971,0
1.456954,-0.039304,1
3.235865,3.580562,0
10.030233,2.699533,0
2.161923,1.615659,1
6.413809,4.517917,0
0.121416,5.348794,0
2.167086,1.445753,1
1.408550,2.137237,1
1.216801,-0.935529,1
7.352440,6.179794,0
1.371833,-0.114862,1
1.003886,1.395180,1
0.155108,5.590467,0
5.398044,7.936089,0
3.526391,4.015978,0
1.333162,2.946723,1
5.595689,3.192426,0
0.668517,1.225547,1
7.881180,-0.082858,0
3.380828,2.811914,0
1.789767,5.212644,0
-0.100917,2.986463,0
2.725689,-1.175154,1
5.362601,3.416144,0
0.726268,5.455861,0
3.564997,-1.113829,1
6.888234,3.935036,0
3.610272,4.347340,0
-0.216543,6.687409,0
0.286352,0.493166,1
1.636697,1.858119,1
1.073450,2.092661,1
2.026477,0.413626,1
1.459068,-0.562287,1
1.216801,-0.935529,1
1.235044,0.604565,1
8.065231,1.328783,0
1.552501,1.759306,1
2.354213,-0.688321,1
5.447554,3.286298,0
-0.156523,0.620368,1
3.682858,4.608671,0
2.240002,-0.000491,1
0.040367,0.931266,1
4.832287,0.781415,0
2.442650,4.052759,0
